Angle (deg),Magnitude (dB),Phase (deg)
49.0,-2.43121,-5.8576
49.1,-2.43614,-5.86971
49.2,-2.44109,-5.8819
49.3,-2.44606,-5.89415
49.4,-2.45107,-5.90648
49.5,-2.45611,-5.91888
49.6,-2.46117,-5.93135
49.7,-2.46626,-5.94389
49.8,-2.47138,-5.95651
49.9,-2.47653,-5.9692
50.0,-2.48171,-5.98197
50.1,-2.48692,-5.99481
50.2,-2.49215,-6.00773
50.3,-2.49742,-6.02072
50.4,-2.50272,-6.0338
50.5,-2.50805,-6.04695
50.6,-2.51341,-6.06017
50.7,-2.5188,-6.07348
50.8,-2.52422,-6.08687
50.9,-2.52967,-6.10033
51.0,-2.53515,-6.11388
51.1,-2.54067,-6.12751
51.2,-2.54622,-6.14122
51.3,-2.5518,-6.15502
51.4,-2.55741,-6.1689
51.5,-2.56305,-6.18286
51.6,-2.56873,-6.19691
51.7,-2.57444,-6.21104
51.8,-2.58019,-6.22526
51.9,-2.58597,-6.23957
52.0,-2.59178,-6.25396
52.1,-2.59763,-6.26844
52.2,-2.60351,-6.28302
52.3,-2.60943,-6.29768
52.4,-2.61538,-6.31243
52.5,-2.62136,-6.32728
52.6,-2.62739,-6.34221
52.7,-2.63345,-6.35724
52.8,-2.63954,-6.37237
52.9,-2.64568,-6.38759
53.0,-2.65184,-6.4029
53.1,-2.65805,-6.41831
53.2,-2.6643,-6.43382
53.3,-2.67058,-6.44943
53.4,-2.6769,-6.46513
53.5,-2.68326,-6.48094
53.6,-2.68965,-6.49684
53.7,-2.69609,-6.51285
53.8,-2.70256,-6.52896
53.9,-2.70908,-6.54517
54.0,-2.71564,-6.56149
54.1,-2.72223,-6.57791
54.2,-2.72887,-6.59444
54.3,-2.73555,-6.61107
54.4,-2.74226,-6.62781
54.5,-2.74903,-6.64467
54.6,-2.75583,-6.66163
54.7,-2.76267,-6.6787
54.8,-2.76956,-6.69589
54.9,-2.7765,-6.71318
55.0,-2.78347,-6.7306
55.1,-2.79049,-6.74812
55.2,-2.79755,-6.76577
55.3,-2.80466,-6.78353
55.4,-2.81182,-6.80141
55.5,-2.81902,-6.8194
55.6,-2.82626,-6.83752
55.7,-2.83355,-6.85576
55.8,-2.84089,-6.87413
55.9,-2.84828,-6.89261
56.0,-2.85571,-6.91123
56.1,-2.86319,-6.92996
56.2,-2.87072,-6.94883
56.3,-2.8783,-6.96783
56.4,-2.88592,-6.98695
56.5,-2.8936,-7.00621
56.6,-2.90133,-7.0256
56.7,-2.90911,-7.04512
